raw_case_id,project_region,assay_panel,sample_matrix,collection_context,lab_window,collection_month,field_team,primary_issue,secondary_issue,difficulty_tier,interference_axis,split_hint,custody_note,action_manifest,score_trace_json
edna_raw_02540,peat_wetland,invasive_carp,biofilm_swab,thaw_window,same_day,5,sedge,temp_excursion,blank_contamination,medium,plain,train,The peat wetland chain packet describes a biofilm swab bottle collected under thaw window conditions for invasive carp. ice pack was spent and the receipt temperature was outside the eDNA hold range negative control was not clean for this plate Choose the ordered action manifest that best protects reporting quality.,QUARANTINE_COLD_CHAIN|REVIEW_BLANKS|HOLD_REPORT,"{""ACCEPT_REPORT"": 0.15, ""DILUTE_EXTRACT"": 0.2, ""ESCALATE_SUPERVISOR"": 1.746, ""HOLD_REPORT"": 1.988, ""QUARANTINE_COLD_CHAIN"": 3.2, ""RECOLLECT_SAMPLE"": 1.1, ""REJECT_CONTAMINATION"": 1.734, ""RERUN_PCR"": 0.25, ""REVIEW_BLANKS"": 2.256}"
edna_raw_02541,peat_wetland,amphibian_pathogen,surface_water,baseflow,same_day,12,sedge,weather_dilution,preservation_failure,medium,plain,train,Field team sedge logged a surface water eDNA sample from the peat wetland program for the amphibian pathogen panel. snowmelt surge changed conductivity and suspended sediment during collection filter envelope leaked preservative before accession Choose the ordered action manifest that best protects reporting quality.,RECOLLECT_SAMPLE|RERUN_PCR|ACCEPT_REPORT,"{""ACCEPT_REPORT"": 0.95, ""CLARIFY_CUSTODY"": 0.714, ""DILUTE_EXTRACT"": 0.65, ""HOLD_REPORT"": 0.756, ""QUARANTINE_COLD_CHAIN"": 0.612, ""RECOLLECT_SAMPLE"": 4.358, ""RERUN_PCR"": 2.33, ""REVIEW_BLANKS"": 0.08}"
edna_raw_02542,urban_stream,amphibian_pathogen,sediment_slurry,baseflow,same_day,8,moraine,custody_gap,none,easy,distractor,train,"Accession note for team moraine: amphibian pathogen surveillance sample, sediment slurry, received during the same day window. the split sample was moved to a second cooler without a signed transfer line The plate map was reprinted after a label smudge, but well positions are legible. The supervisor wants the next three QA actions before results are released.",CLARIFY_CUSTODY|HOLD_REPORT|RECOLLECT_SAMPLE,"{""ACCEPT_REPORT"": 0.27, ""CLARIFY_CUSTODY"": 3.1, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.25, ""ESCALATE_SUPERVISOR"": 0.95, ""HOLD_REPORT"": 1.3, ""RECOLLECT_SAMPLE"": 1.0, ""RERUN_PCR"": 0.08}"
edna_raw_02543,coastal_marsh,amphibian_pathogen,filter_membrane,post_rain,weekend_receipt,12,sedge,weather_dilution,panel_mismatch,medium,plain,train,The coastal marsh chain packet describes a filter membrane bottle collected under post rain conditions for amphibian pathogen. collection occurred during a fast storm pulse with turbid runoff the requested assay panel does not match the species named on the custody form The supervisor wants the next three QA actions before results are released.,RERUN_PCR|RECOLLECT_SAMPLE|REPEAT_TAXON_PANEL,"{""ACCEPT_REPORT"": 0.95, ""CLARIFY_CUSTODY"": 1.408, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.9, ""ESCALATE_SUPERVISOR"": 0.646, ""HOLD_REPORT"": 0.42, ""QUARANTINE_COLD_CHAIN"": 0.25, ""RECOLLECT_SAMPLE"": 2.25, ""REPEAT_TAXON_PANEL"": 2.04, ""RERUN_PCR"": 2.33, ""REVIEW_BLANKS"": 0.08}"
edna_raw_02544,urban_stream,cyanobacteria_bloom,sediment_slurry,baseflow,split_batch,7,fir,inhibition,none,easy,cross_context,train,"Field team fir logged a sediment slurry eDNA sample from the urban stream program for the cyanobacteria bloom panel. matrix spike recovered poorly and the qPCR curve is suppressed Because the sample is tied to baseflow and split batch, the lab treats small quality signals conservatively. Choose the ordered action manifest that best protects reporting quality.",CLEANUP_INHIBITORS|DILUTE_EXTRACT|RERUN_PCR,"{""ACCEPT_REPORT"": 0.27, ""CLEANUP_INHIBITORS"": 3.45, ""DILUTE_EXTRACT"": 2.7, ""RERUN_PCR"": 1.55}"
edna_raw_02545,urban_stream,salmonid_spawning,filter_membrane,post_rain,field_freezer_delay,10,lichen,weather_dilution,inhibition,medium,distractor,train,"Accession note for team lichen: salmonid spawning surveillance sample, filter membrane, received during the field freezer delay window. collection occurred during a fast storm pulse with turbid runoff matrix spike recovered poorly and the qPCR curve is suppressed No external source lookup is available to adjudicate the record. The supervisor wants the next three QA actions before results are released.",RERUN_PCR|CLEANUP_INHIBITORS|DILUTE_EXTRACT,"{""ACCEPT_REPORT"": 0.95, ""CLARIFY_CUSTODY"": 0.15, ""CLEANUP_INHIBITORS"": 2.458, ""DILUTE_EXTRACT"": 2.366, ""HOLD_REPORT"": 0.25, ""QUARANTINE_COLD_CHAIN"": 0.25, ""RECOLLECT_SAMPLE"": 2.25, ""RERUN_PCR"": 3.384}"
edna_raw_02546,urban_stream,amphibian_pathogen,biofilm_swab,baseflow,field_freezer_delay,7,sedge,inhibition,weather_dilution,medium,plain,train,"The urban stream chain packet describes a biofilm swab bottle collected under baseflow conditions for amphibian pathogen. internal amplification control is delayed and the extract looks humic field team sampled immediately after heavy rain diluted the reach The lab needs a ranked remediation plan, not just a pass/fail disposition.",RERUN_PCR|CLEANUP_INHIBITORS|DILUTE_EXTRACT,"{""ACCEPT_REPORT"": 0.694, ""CLARIFY_CUSTODY"": 0.15, ""CLEANUP_INHIBITORS"": 3.1, ""DILUTE_EXTRACT"": 2.756, ""HOLD_REPORT"": 0.25, ""QUARANTINE_COLD_CHAIN"": 0.25, ""RECOLLECT_SAMPLE"": 1.61, ""RERUN_PCR"": 3.16}"
edna_raw_02547,alpine_lake,invasive_carp,sediment_slurry,baseflow,weekend_receipt,11,heron,preservation_failure,custody_gap,hard,cross_context,train,"Accession note for team heron: invasive carp surveillance sample, sediment slurry, received during the weekend receipt window. ethanol line is below the membrane and the hold time is exceeded chain-of-custody initials are missing between field transfer and lab receipt Because the sample is tied to baseflow and weekend receipt, the lab treats small quality signals conservatively. The lab needs a ranked remediation plan, not just a pass/fail disposition.",RECOLLECT_SAMPLE|CLARIFY_CUSTODY|HOLD_REPORT,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 3.308, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.25, ""ESCALATE_SUPERVISOR"": 0.996, ""HOLD_REPORT"": 2.556, ""QUARANTINE_COLD_CHAIN"": 1.15, ""RECOLLECT_SAMPLE"": 3.61}"
edna_raw_02548,farm_ditch,invasive_carp,surface_water,algal_bloom_watch,same_day,4,fir,replicate_discordance,blank_contamination,medium,negation,train,Field team fir logged a surface water eDNA sample from the farm ditch program for the invasive carp panel. only one of three qPCR replicates crossed threshold negative control was not clean for this plate The note also says no action is needed for a separate panel mismatch concern. Choose the ordered action manifest that best protects reporting quality.,RERUN_PCR|REVIEW_BLANKS|REJECT_CONTAMINATION,"{""ACCEPT_REPORT"": 0.15, ""ESCALATE_SUPERVISOR"": 1.496, ""HOLD_REPORT"": 0.938, ""REJECT_CONTAMINATION"": 1.734, ""REPEAT_TAXON_PANEL"": 1.25, ""RERUN_PCR"": 3.0, ""REVIEW_BLANKS"": 2.176}"
edna_raw_02549,coastal_marsh,amphibian_pathogen,biofilm_swab,post_rain,field_freezer_delay,12,willow,preservation_failure,custody_gap,medium,negation,train,"Accession note for team willow: amphibian pathogen surveillance sample, biofilm swab, received during the field freezer delay window. sample bottle arrived with a loose cap and visible preservative loss the split sample was moved to a second cooler without a signed transfer line The note also says no action is needed for a separate panel mismatch concern. The lab needs a ranked remediation plan, not just a pass/fail disposition.",RECOLLECT_SAMPLE|CLARIFY_CUSTODY|HOLD_REPORT,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 3.308, ""DILUTE_EXTRACT"": 0.2, ""ESCALATE_SUPERVISOR"": 0.646, ""HOLD_REPORT"": 2.306, ""QUARANTINE_COLD_CHAIN"": 1.15, ""RECOLLECT_SAMPLE"": 3.86, ""RERUN_PCR"": 0.08, ""REVIEW_BLANKS"": 0.08}"
edna_raw_02550,alpine_lake,invasive_carp,biofilm_swab,algal_bloom_watch,split_batch,8,sedge,inhibition,preservation_failure,hard,plain,train,"Accession note for team sedge: invasive carp surveillance sample, biofilm swab, received during the split batch window. dilution curve indicates PCR inhibition in the sample extract sample bottle arrived with a loose cap and visible preservative loss The lab needs a ranked remediation plan, not just a pass/fail disposition.",CLEANUP_INHIBITORS|DILUTE_EXTRACT|RECOLLECT_SAMPLE,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 0.714, ""CLEANUP_INHIBITORS"": 3.1, ""DILUTE_EXTRACT"": 2.45, ""ESCALATE_SUPERVISOR"": 0.35, ""HOLD_REPORT"": 0.756, ""QUARANTINE_COLD_CHAIN"": 0.612, ""RECOLLECT_SAMPLE"": 2.108, ""RERUN_PCR"": 1.55}"
edna_raw_02551,alpine_lake,freshwater_mussel,surface_water,storm_pulse,field_freezer_delay,8,heron,weather_dilution,none,easy,plain,train,Field team heron logged a surface water eDNA sample from the alpine lake program for the freshwater mussel panel. field team sampled immediately after heavy rain diluted the reach The supervisor wants the next three QA actions before results are released.,RERUN_PCR|RECOLLECT_SAMPLE|ACCEPT_REPORT,"{""ACCEPT_REPORT"": 1.07, ""CLARIFY_CUSTODY"": 0.15, ""DILUTE_EXTRACT"": 0.45, ""HOLD_REPORT"": 0.25, ""QUARANTINE_COLD_CHAIN"": 0.25, ""RECOLLECT_SAMPLE"": 2.2, ""RERUN_PCR"": 2.5}"
edna_raw_02552,alpine_lake,invasive_carp,biofilm_swab,baseflow,split_batch,2,sedge,panel_mismatch,none,medium,distractor,train,Field team sedge logged a biofilm swab eDNA sample from the alpine lake program for the invasive carp panel. the requested assay panel does not match the species named on the custody form No external source lookup is available to adjudicate the record. The supervisor wants the next three QA actions before results are released.,REPEAT_TAXON_PANEL|CLARIFY_CUSTODY|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 1.85, ""ESCALATE_SUPERVISOR"": 0.95, ""HOLD_REPORT"": 0.25, ""REPEAT_TAXON_PANEL"": 3.0}"
edna_raw_02553,alpine_lake,amphibian_pathogen,sediment_slurry,thaw_window,weekend_receipt,10,fir,custody_gap,none,medium,cross_context,train,"The alpine lake chain packet describes a sediment slurry bottle collected under thaw window conditions for amphibian pathogen. the split sample was moved to a second cooler without a signed transfer line Because the sample is tied to thaw window and weekend receipt, the lab treats small quality signals conservatively. Choose the ordered action manifest that best protects reporting quality.",CLARIFY_CUSTODY|HOLD_REPORT|RECOLLECT_SAMPLE,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 3.25, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.25, ""ESCALATE_SUPERVISOR"": 0.95, ""HOLD_REPORT"": 1.55, ""QUARANTINE_COLD_CHAIN"": 0.25, ""RECOLLECT_SAMPLE"": 1.2, ""RERUN_PCR"": 0.33}"
edna_raw_02554,urban_stream,freshwater_mussel,sediment_slurry,baseflow,weekend_receipt,5,willow,replicate_discordance,none,medium,cross_context,train,"Field team willow logged a sediment slurry eDNA sample from the urban stream program for the freshwater mussel panel. replicate wells disagree even though the positive control worked Because the sample is tied to baseflow and weekend receipt, the lab treats small quality signals conservatively. Choose the ordered action manifest that best protects reporting quality.",RERUN_PCR|REPEAT_TAXON_PANEL|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 0.15, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.25, ""ESCALATE_SUPERVISOR"": 0.85, ""HOLD_REPORT"": 0.5, ""QUARANTINE_COLD_CHAIN"": 0.25, ""REPEAT_TAXON_PANEL"": 1.25, ""RERUN_PCR"": 3.0}"
edna_raw_02555,peat_wetland,cyanobacteria_bloom,filter_membrane,post_rain,overnight_hold,7,moraine,weather_dilution,none,easy,distractor,train,"Field team moraine logged a filter membrane eDNA sample from the peat wetland program for the cyanobacteria bloom panel. field team sampled immediately after heavy rain diluted the reach The site visit was otherwise routine for this project. The lab needs a ranked remediation plan, not just a pass/fail disposition.",RERUN_PCR|RECOLLECT_SAMPLE|ACCEPT_REPORT,"{""ACCEPT_REPORT"": 1.07, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.9, ""RECOLLECT_SAMPLE"": 2.0, ""RERUN_PCR"": 2.25, ""REVIEW_BLANKS"": 0.08}"
edna_raw_02556,alpine_lake,amphibian_pathogen,sediment_slurry,baseflow,overnight_hold,7,fir,inhibition,replicate_discordance,hard,plain,train,"Accession note for team fir: amphibian pathogen surveillance sample, sediment slurry, received during the overnight hold window. matrix spike recovered poorly and the qPCR curve is suppressed only one of three qPCR replicates crossed threshold Choose the ordered action manifest that best protects reporting quality.",RERUN_PCR|CLEANUP_INHIBITORS|DILUTE_EXTRACT,"{""ACCEPT_REPORT"": 0.15, ""CLEANUP_INHIBITORS"": 3.45, ""DILUTE_EXTRACT"": 2.7, ""ESCALATE_SUPERVISOR"": 0.928, ""HOLD_REPORT"": 0.17, ""RECOLLECT_SAMPLE"": 0.25, ""REPEAT_TAXON_PANEL"": 0.85, ""RERUN_PCR"": 3.67}"
edna_raw_02557,alpine_lake,amphibian_pathogen,surface_water,algal_bloom_watch,same_day,9,heron,preservation_failure,custody_gap,hard,cross_context,train,"Accession note for team heron: amphibian pathogen surveillance sample, surface water, received during the same day window. filter envelope leaked preservative before accession the bottle label and custody sheet disagree about the handoff time Because the sample is tied to algal bloom watch and same day, the lab treats small quality signals conservatively. Choose the ordered action manifest that best protects reporting quality.",RECOLLECT_SAMPLE|CLARIFY_CUSTODY|HOLD_REPORT,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 3.158, ""ESCALATE_SUPERVISOR"": 0.996, ""HOLD_REPORT"": 2.306, ""QUARANTINE_COLD_CHAIN"": 0.9, ""RECOLLECT_SAMPLE"": 3.86, ""RERUN_PCR"": 0.08}"
edna_raw_02558,coastal_marsh,cyanobacteria_bloom,filter_membrane,algal_bloom_watch,split_batch,5,lichen,panel_mismatch,none,easy,plain,train,The coastal marsh chain packet describes a filter membrane bottle collected under algal bloom watch conditions for cyanobacteria bloom. sample was queued for the wrong taxon panel Choose the ordered action manifest that best protects reporting quality.,REPEAT_TAXON_PANEL|CLARIFY_CUSTODY|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.27, ""CLARIFY_CUSTODY"": 1.85, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.45, ""ESCALATE_SUPERVISOR"": 0.95, ""HOLD_REPORT"": 0.25, ""REPEAT_TAXON_PANEL"": 3.0, ""REVIEW_BLANKS"": 0.08}"
edna_raw_02559,urban_stream,amphibian_pathogen,sediment_slurry,thaw_window,same_day,7,heron,blank_contamination,none,easy,negation,train,The urban stream chain packet describes a sediment slurry bottle collected under thaw window conditions for amphibian pathogen. negative control was not clean for this plate The note also says no action is needed for a separate preservation failure concern. Choose the ordered action manifest that best protects reporting quality.,REVIEW_BLANKS|REJECT_CONTAMINATION|HOLD_REPORT,"{""ACCEPT_REPORT"": 0.15, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.25, ""ESCALATE_SUPERVISOR"": 0.95, ""HOLD_REPORT"": 1.2, ""RECOLLECT_SAMPLE"": 0.45, ""REJECT_CONTAMINATION"": 2.55, ""RERUN_PCR"": 0.33, ""REVIEW_BLANKS"": 3.2}"
edna_raw_02560,farm_ditch,amphibian_pathogen,surface_water,baseflow,split_batch,6,lichen,replicate_discordance,none,easy,plain,train,Field team lichen logged a surface water eDNA sample from the farm ditch program for the amphibian pathogen panel. amplification is present in alternating replicates with no stable consensus Choose the ordered action manifest that best protects reporting quality.,RERUN_PCR|REPEAT_TAXON_PANEL|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.27, ""ESCALATE_SUPERVISOR"": 0.85, ""HOLD_REPORT"": 0.25, ""RECOLLECT_SAMPLE"": 0.25, ""REPEAT_TAXON_PANEL"": 1.25, ""RERUN_PCR"": 3.08}"
edna_raw_02561,peat_wetland,freshwater_mussel,biofilm_swab,storm_pulse,weekend_receipt,6,sedge,blank_contamination,inhibition,medium,cross_context,train,"Accession note for team sedge: freshwater mussel surveillance sample, biofilm swab, received during the weekend receipt window. negative control was not clean for this plate dilution curve indicates PCR inhibition in the sample extract Because the sample is tied to storm pulse and weekend receipt, the lab treats small quality signals conservatively. The supervisor wants the next three QA actions before results are released.",REVIEW_BLANKS|REJECT_CONTAMINATION|CLEANUP_INHIBITORS,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 0.15, ""CLEANUP_INHIBITORS"": 2.108, ""DILUTE_EXTRACT"": 1.866, ""ESCALATE_SUPERVISOR"": 0.95, ""HOLD_REPORT"": 1.45, ""QUARANTINE_COLD_CHAIN"": 0.25, ""RECOLLECT_SAMPLE"": 0.2, ""REJECT_CONTAMINATION"": 2.55, ""RERUN_PCR"": 1.304, ""REVIEW_BLANKS"": 3.28}"
edna_raw_02562,farm_ditch,freshwater_mussel,filter_membrane,post_rain,split_batch,7,fir,custody_gap,none,easy,plain,train,The farm ditch chain packet describes a filter membrane bottle collected under post rain conditions for freshwater mussel. the bottle label and custody sheet disagree about the handoff time Choose the ordered action manifest that best protects reporting quality.,CLARIFY_CUSTODY|HOLD_REPORT|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.27, ""CLARIFY_CUSTODY"": 3.1, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.25, ""ESCALATE_SUPERVISOR"": 0.95, ""HOLD_REPORT"": 1.3, ""RECOLLECT_SAMPLE"": 0.75}"
edna_raw_02563,peat_wetland,cyanobacteria_bloom,sediment_slurry,storm_pulse,field_freezer_delay,9,moraine,blank_contamination,inhibition,hard,plain,train,Field team moraine logged a sediment slurry eDNA sample from the peat wetland program for the cyanobacteria bloom panel. field blank amplified with the same target as the sample internal amplification control is delayed and the extract looks humic Choose the ordered action manifest that best protects reporting quality.,REVIEW_BLANKS|REJECT_CONTAMINATION|CLEANUP_INHIBITORS,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 0.15, ""CLEANUP_INHIBITORS"": 2.458, ""DILUTE_EXTRACT"": 2.116, ""ESCALATE_SUPERVISOR"": 1.3, ""HOLD_REPORT"": 1.7, ""QUARANTINE_COLD_CHAIN"": 0.25, ""RECOLLECT_SAMPLE"": 0.2, ""REJECT_CONTAMINATION"": 2.55, ""RERUN_PCR"": 1.304, ""REVIEW_BLANKS"": 3.28}"
edna_raw_02564,urban_stream,invasive_carp,surface_water,storm_pulse,weekend_receipt,9,willow,panel_mismatch,weather_dilution,medium,cross_context,train,"The urban stream chain packet describes a surface water bottle collected under storm pulse conditions for invasive carp. the requested assay panel does not match the species named on the custody form snowmelt surge changed conductivity and suspended sediment during collection Because the sample is tied to storm pulse and weekend receipt, the lab treats small quality signals conservatively. Choose the ordered action manifest that best protects reporting quality.",REPEAT_TAXON_PANEL|CLARIFY_CUSTODY|RERUN_PCR,"{""ACCEPT_REPORT"": 0.694, ""CLARIFY_CUSTODY"": 2.0, ""DILUTE_EXTRACT"": 0.306, ""ESCALATE_SUPERVISOR"": 0.95, ""HOLD_REPORT"": 0.5, ""QUARANTINE_COLD_CHAIN"": 0.25, ""RECOLLECT_SAMPLE"": 1.56, ""REPEAT_TAXON_PANEL"": 3.0, ""RERUN_PCR"": 1.78}"
edna_raw_02565,urban_stream,amphibian_pathogen,surface_water,algal_bloom_watch,split_batch,4,willow,preservation_failure,none,medium,cross_context,train,"Accession note for team willow: amphibian pathogen surveillance sample, surface water, received during the split batch window. filter envelope leaked preservative before accession Because the sample is tied to algal bloom watch and split batch, the lab treats small quality signals conservatively. The supervisor wants the next three QA actions before results are released.",RECOLLECT_SAMPLE|HOLD_REPORT|CLARIFY_CUSTODY,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 1.05, ""HOLD_REPORT"": 1.3, ""QUARANTINE_COLD_CHAIN"": 0.9, ""RECOLLECT_SAMPLE"": 3.35, ""RERUN_PCR"": 0.08}"
edna_raw_02566,farm_ditch,cyanobacteria_bloom,filter_membrane,algal_bloom_watch,weekend_receipt,9,sedge,temp_excursion,inhibition,hard,plain,train,"Accession note for team sedge: cyanobacteria bloom surveillance sample, filter membrane, received during the weekend receipt window. cooler logger shows the sample warmed above the custody limit during transport internal amplification control is delayed and the extract looks humic The supervisor wants the next three QA actions before results are released.",QUARANTINE_COLD_CHAIN|CLEANUP_INHIBITORS|DILUTE_EXTRACT,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 0.15, ""CLEANUP_INHIBITORS"": 2.458, ""DILUTE_EXTRACT"": 1.916, ""ESCALATE_SUPERVISOR"": 1.45, ""HOLD_REPORT"": 1.8, ""QUARANTINE_COLD_CHAIN"": 3.45, ""RECOLLECT_SAMPLE"": 0.9, ""RERUN_PCR"": 1.054}"
edna_raw_02567,coastal_marsh,cyanobacteria_bloom,sediment_slurry,thaw_window,field_freezer_delay,6,sedge,custody_gap,panel_mismatch,medium,distractor,train,"Field team sedge logged a sediment slurry eDNA sample from the coastal marsh program for the cyanobacteria bloom panel. the bottle label and custody sheet disagree about the handoff time primer panel selected at accession conflicts with the field objective A spare filter was photographed but not processed. The lab needs a ranked remediation plan, not just a pass/fail disposition.",CLARIFY_CUSTODY|REPEAT_TAXON_PANEL|HOLD_REPORT,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 4.508, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.45, ""ESCALATE_SUPERVISOR"": 1.596, ""HOLD_REPORT"": 1.72, ""QUARANTINE_COLD_CHAIN"": 0.25, ""RECOLLECT_SAMPLE"": 0.95, ""REPEAT_TAXON_PANEL"": 2.04, ""RERUN_PCR"": 0.25, ""REVIEW_BLANKS"": 0.08}"
edna_raw_02568,peat_wetland,cyanobacteria_bloom,surface_water,storm_pulse,field_freezer_delay,6,sedge,custody_gap,weather_dilution,hard,distractor,train,The peat wetland chain packet describes a surface water bottle collected under storm pulse conditions for cyanobacteria bloom. the split sample was moved to a second cooler without a signed transfer line snowmelt surge changed conductivity and suspended sediment during collection The site visit was otherwise routine for this project. The supervisor wants the next three QA actions before results are released.,CLARIFY_CUSTODY|RECOLLECT_SAMPLE|HOLD_REPORT,"{""ACCEPT_REPORT"": 0.694, ""CLARIFY_CUSTODY"": 3.25, ""DILUTE_EXTRACT"": 0.506, ""ESCALATE_SUPERVISOR"": 1.3, ""HOLD_REPORT"": 1.8, ""QUARANTINE_COLD_CHAIN"": 0.25, ""RECOLLECT_SAMPLE"": 2.31, ""RERUN_PCR"": 1.78, ""REVIEW_BLANKS"": 0.08}"
edna_raw_02569,farm_ditch,amphibian_pathogen,filter_membrane,post_rain,overnight_hold,11,willow,inhibition,none,medium,distractor,train,"Accession note for team willow: amphibian pathogen surveillance sample, filter membrane, received during the overnight hold window. dilution curve indicates PCR inhibition in the sample extract No external source lookup is available to adjudicate the record. Choose the ordered action manifest that best protects reporting quality.",CLEANUP_INHIBITORS|DILUTE_EXTRACT|RERUN_PCR,"{""ACCEPT_REPORT"": 0.15, ""CLEANUP_INHIBITORS"": 3.45, ""DILUTE_EXTRACT"": 2.7, ""RECOLLECT_SAMPLE"": 0.25, ""RERUN_PCR"": 1.63}"
edna_raw_02570,alpine_lake,freshwater_mussel,filter_membrane,post_rain,overnight_hold,5,lichen,temp_excursion,blank_contamination,hard,cross_context,train,"Accession note for team lichen: freshwater mussel surveillance sample, filter membrane, received during the overnight hold window. temperature strip was red on arrival after a long courier leg field blank amplified with the same target as the sample Because the sample is tied to post rain and overnight hold, the lab treats small quality signals conservatively. Choose the ordered action manifest that best protects reporting quality.",QUARANTINE_COLD_CHAIN|HOLD_REPORT|REVIEW_BLANKS,"{""ACCEPT_REPORT"": 0.15, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.25, ""ESCALATE_SUPERVISOR"": 2.096, ""HOLD_REPORT"": 2.238, ""QUARANTINE_COLD_CHAIN"": 3.2, ""RECOLLECT_SAMPLE"": 0.9, ""REJECT_CONTAMINATION"": 1.734, ""REVIEW_BLANKS"": 2.176}"
edna_raw_02571,farm_ditch,salmonid_spawning,sediment_slurry,baseflow,overnight_hold,3,fir,temp_excursion,none,medium,negation,train,"Accession note for team fir: salmonid spawning surveillance sample, sediment slurry, received during the overnight hold window. ice pack was spent and the receipt temperature was outside the eDNA hold range The note also says no action is needed for a separate inhibition concern. The lab needs a ranked remediation plan, not just a pass/fail disposition.",QUARANTINE_COLD_CHAIN|HOLD_REPORT|RECOLLECT_SAMPLE,"{""ACCEPT_REPORT"": 0.15, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.25, ""ESCALATE_SUPERVISOR"": 1.1, ""HOLD_REPORT"": 1.3, ""QUARANTINE_COLD_CHAIN"": 3.2, ""RECOLLECT_SAMPLE"": 1.15, ""RERUN_PCR"": 0.08}"
edna_raw_02572,alpine_lake,salmonid_spawning,surface_water,storm_pulse,field_freezer_delay,7,lichen,temp_excursion,none,easy,negation,train,"Accession note for team lichen: salmonid spawning surveillance sample, surface water, received during the field freezer delay window. cooler logger shows the sample warmed above the custody limit during transport The note also says no action is needed for a separate weather dilution concern. The lab needs a ranked remediation plan, not just a pass/fail disposition.",QUARANTINE_COLD_CHAIN|HOLD_REPORT|RECOLLECT_SAMPLE,"{""ACCEPT_REPORT"": 0.27, ""CLARIFY_CUSTODY"": 0.15, ""ESCALATE_SUPERVISOR"": 1.1, ""HOLD_REPORT"": 1.55, ""QUARANTINE_COLD_CHAIN"": 3.45, ""RECOLLECT_SAMPLE"": 1.35, ""RERUN_PCR"": 0.33}"
edna_raw_02573,farm_ditch,freshwater_mussel,surface_water,baseflow,weekend_receipt,11,moraine,temp_excursion,panel_mismatch,medium,plain,train,"Field team moraine logged a surface water eDNA sample from the farm ditch program for the freshwater mussel panel. ice pack was spent and the receipt temperature was outside the eDNA hold range sample was queued for the wrong taxon panel The lab needs a ranked remediation plan, not just a pass/fail disposition.",QUARANTINE_COLD_CHAIN|REPEAT_TAXON_PANEL|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 1.408, ""ESCALATE_SUPERVISOR"": 1.746, ""HOLD_REPORT"": 1.72, ""QUARANTINE_COLD_CHAIN"": 3.45, ""RECOLLECT_SAMPLE"": 0.9, ""REPEAT_TAXON_PANEL"": 2.04}"
edna_raw_02574,farm_ditch,amphibian_pathogen,biofilm_swab,baseflow,split_batch,9,sedge,replicate_discordance,none,easy,cross_context,train,"The farm ditch chain packet describes a biofilm swab bottle collected under baseflow conditions for amphibian pathogen. replicate wells disagree even though the positive control worked Because the sample is tied to baseflow and split batch, the lab treats small quality signals conservatively. The lab needs a ranked remediation plan, not just a pass/fail disposition.",RERUN_PCR|REPEAT_TAXON_PANEL|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.27, ""ESCALATE_SUPERVISOR"": 0.85, ""HOLD_REPORT"": 0.25, ""RECOLLECT_SAMPLE"": 0.25, ""REPEAT_TAXON_PANEL"": 1.25, ""RERUN_PCR"": 3.08}"
